3.973513e+01, -8.820607e+00, -68.826

3.973513e+01, -8.820607e+00, -65.628

3.973513e+01, -8.820605e+00, -68.847

3.973513e+01, -8.820605e+00, -70.238

3.973513e+01, -8.820605e+00, -66.05

3.973513e+01, -8.820607e+00, -72.152

3.973513e+01, -8.820610e+00, -72.916

3.973512e+01, -8.820618e+00, -72.135

3.973511e+01, -8.820630e+00, -72.533

3.973511e+01, -8.820643e+00, -75.264

3.973509e+01, -8.820665e+00, -77.169

3.973508e+01, -8.820683e+00, -75.263

3.973507e+01, -8.820695e+00, -84.018

3.973507e+01, -8.820708e+00, -80.531

3.973506e+01, -8.820723e+00, -78.405

3.973505e+01, -8.820737e+00, -85.243

3.973504e+01, -8.820750e+00, -81.535

3.973503e+01, -8.820763e+00, -83.539

3.973503e+01, -8.820775e+00, -80.459

3.973502e+01, -8.820788e+00, -84.091

3.973501e+01, -8.820803e+00, -81.059

3.973500e+01, -8.820815e+00, -86.947

3.973499e+01, -8.820820e+00, -85.35

3.973498e+01, -8.820825e+00, -88.065

3.973497e+01, -8.820825e+00, -82.139

3.973496e+01, -8.820820e+00, -79.004

3.973495e+01, -8.820803e+00, -78.55

3.973495e+01, -8.820793e+00, -79.059

3.973494e+01, -8.820778e+00, -74.833

3.973495e+01, -8.820762e+00, -79.195

3.973495e+01, -8.820747e+00, -80.503

3.973496e+01, -8.820730e+00, -85.224

3.973497e+01, -8.820715e+00, -82

3.973498e+01, -8.820702e+00, -84.137

3.973499e+01, -8.820692e+00, -89.182

3.973500e+01, -8.820678e+00, -77.892

3.973501e+01, -8.820668e+00, -79.651

3.973501e+01, -8.820658e+00, -79.451

3.973502e+01, -8.820645e+00, -83.036

3.973502e+01, -8.820632e+00, -73.682

3.973503e+01, -8.820617e+00, -75.678

3.973505e+01, -8.820603e+00, -72.902

3.973506e+01, -8.820588e+00, -77.378

3.973507e+01, -8.820573e+00, -77.073

3.973508e+01, -8.820562e+00, -72.752

3.973509e+01, -8.820552e+00, -66.927

3.973510e+01, -8.820543e+00, -79.833

3.973510e+01, -8.820535e+00, -65.712

3.973511e+01, -8.820528e+00, -62.766

3.973512e+01, -8.820517e+00, -66.292

3.973512e+01, -8.820505e+00, -60.925

3.973513e+01, -8.820493e+00, -64.405

3.973514e+01, -8.820478e+00, -65.887

3.973515e+01, -8.820463e+00, -66.748

3.973515e+01, -8.820447e+00, -61.226

3.973517e+01, -8.820433e+00, -65.345

3.973517e+01, -8.820418e+00, -62.697

3.973519e+01, -8.820407e+00, -66.669

3.973519e+01, -8.820395e+00, -68.885

3.973520e+01, -8.820382e+00, -69.689

3.973522e+01, -8.820370e+00, -71.656

3.973523e+01, -8.820357e+00, -73.116

3.973524e+01, -8.820345e+00, -68.666

3.973524e+01, -8.820332e+00, -72.042

3.973525e+01, -8.820318e+00, -74.254

3.973526e+01, -8.820305e+00, -76.397

3.973527e+01, -8.820292e+00, -75.503

3.973530e+01, -8.820245e+00, -81.636

3.973530e+01, -8.820230e+00, -80.815

3.973531e+01, -8.820217e+00, -77.793

3.973533e+01, -8.820202e+00, -88.911

3.973533e+01, -8.820188e+00, -77.613

3.973534e+01, -8.820173e+00, -77.791

3.973535e+01, -8.820160e+00, -83.828

3.973535e+01, -8.820148e+00, -84.733

3.973536e+01, -8.820137e+00, -87.541

3.973535e+01, -8.820130e+00, -84.151

3.973535e+01, -8.820122e+00, -84.898

3.973534e+01, -8.820113e+00, -80.232

3.973533e+01, -8.820108e+00, -82.041

3.973533e+01, -8.820102e+00, -76.36

3.973532e+01, -8.820098e+00, -80.407

3.973531e+01, -8.820097e+00, -78.215

3.973531e+01, -8.820100e+00, -76.53

3.973530e+01, -8.820105e+00, -78.933

3.973530e+01, -8.820110e+00, -77.305

3.973530e+01, -8.820113e+00, -76.1

3.973530e+01, -8.820115e+00, -79.649

3.973530e+01, -8.820118e+00, -77.536

3.973530e+01, -8.820122e+00, -77.368

3.973529e+01, -8.820128e+00, -82.94

3.973529e+01, -8.820132e+00, -75.681

3.973529e+01, -8.820132e+00, -78.858

3.973529e+01, -8.820133e+00, -74.219

3.973529e+01, -8.820137e+00, -72.431

3.973530e+01, -8.820140e+00, -78.698

3.973530e+01, -8.820142e+00, -76.554

3.973530e+01, -8.820145e+00, -78.896

3.973530e+01, -8.820148e+00, -73.599

3.973530e+01, -8.820155e+00, -71.487

